3.25861 1
3.26192 3
4.25691 4
4.62314 0
7.33334 1
7.33666 3
8.10512 0
8.10677 1
8.11008 3
8.82039 0
9.12348 1
9.12679 3
9.48114 0
13.0747 1
13.078 3
13.7188 0
